test loss,test accuracy, learning loss, learning accuracy
0.7545812018081169,0.9539298890730104, 0.7753, 0.9523 
test loss,test accuracy, learning loss, learning accuracy
0.7395954418268444,0.95484617535388, 0.7567, 0.9539
