,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
0,"[0.84375, 0.7200000000000001, 0.7625, 0.7775000000000001, 0.745, 0.745, 0.745, 0.745, 0.7200000000000001, 0.7625000000000001, 0.745, 0.745, 0.69, 0.6832500000000001, 0.7274999999999999, 0.7274999999999999]","[0.6024340770791076, 0.7200000000000001, 0.7625, 0.7775000000000001, 0.745, 0.745, 0.745, 0.745, 0.7200000000000001, 0.7625000000000001, 0.745, 0.745, 0.69, 0.6832500000000001, 0.7274999999999999, 0.7274999999999999]","[0.750897129186603, 0.7200000000000001, 0.7625, 0.7775000000000001, 0.745, 0.745, 0.745, 0.745, 0.7200000000000001, 0.7625000000000001, 0.745, 0.745, 0.69, 0.6832500000000001, 0.7274999999999999, 0.7274999999999999]","[0.750897129186603, 0.84375, 0.7625, 0.7775000000000001, 0.745, 0.745, 0.745, 0.745, 0.7200000000000001, 0.7625000000000001, 0.745, 0.745, 0.69, 0.6832500000000001, 0.7274999999999999, 0.7274999999999999]","[0.750897129186603, 0.9296987087517934, 0.7625, 0.7775000000000001, 0.745, 0.745, 0.745, 0.745, 0.7200000000000001, 0.7625000000000001, 0.745, 0.745, 0.69, 0.6832500000000001, 0.7274999999999999, 0.7274999999999999]","[0.750897129186603, 0.9732675111773472, 0.7625, 0.7775000000000001, 0.745, 0.745, 0.745, 0.745, 0.7200000000000001, 0.7625000000000001, 0.745, 0.745, 0.69, 0.6832500000000001, 0.7274999999999999, 0.7274999999999999]","[0.750897129186603, 0.9732675111773472, 0.7625, 0.7775000000000001, 0.745, 0.745, 0.745, 0.745, 0.41105769230769246, 0.7625000000000001, 0.745, 0.745, 0.69, 0.6832500000000001, 0.7274999999999999, 0.7274999999999999]","[0.750897129186603, 0.9732675111773472, 0.7625, 0.7775000000000001, 0.745, 0.745, 0.745, 0.745, 0.6024340770791076, 0.7625000000000001, 0.745, 0.745, 0.69, 0.6832500000000001, 0.7274999999999999, 0.7274999999999999]","[0.750897129186603, 0.9732675111773472, 0.7625, 0.7775000000000001, 0.745, 0.745, 0.745, 0.745, 0.750897129186603, 0.7625000000000001, 0.745, 0.745, 0.69, 0.6832500000000001, 0.7274999999999999, 0.7274999999999999]","[0.750897129186603, 0.9732675111773472, 0.7625, 0.7775000000000001, 0.745, 0.745, 0.745, 0.745, 0.750897129186603, 0.7625000000000001, 0.745, 0.745, 0.3858173076923078, 0.6832500000000001, 0.7274999999999999, 0.7274999999999999]","[0.750897129186603, 0.9732675111773472, 0.7625, 0.7775000000000001, 0.745, 0.745, 0.745, 0.745, 0.750897129186603, 0.7625000000000001, 0.745, 0.745, 0.10389675104644214, 0.6832500000000001, 0.7274999999999999, 0.7274999999999999]","[0.750897129186603, 0.9732675111773472, 0.7625, 0.7775000000000001, 0.745, 0.745, 0.745, 0.745, 0.750897129186603, 0.7625000000000001, 0.745, 0.745, 0.01705609022840721, 0.6832500000000001, 0.7274999999999999, 0.7274999999999999]","[0.750897129186603, 0.9732675111773472, 0.8788695141065831, 0.7775000000000001, 0.745, 0.745, 0.745, 0.745, 0.750897129186603, 0.7625000000000001, 0.745, 0.745, 0.01705609022840721, 0.6832500000000001, 0.7274999999999999, 0.7274999999999999]","[0.750897129186603, 0.9732675111773472, 0.9487569632358301, 0.7775000000000001, 0.745, 0.745, 0.745, 0.745, 0.750897129186603, 0.7625000000000001, 0.745, 0.745, 0.01705609022840721, 0.6832500000000001, 0.7274999999999999, 0.7274999999999999]","[0.750897129186603, 0.9732675111773472, 0.9810399350763507, 0.7775000000000001, 0.745, 0.745, 0.745, 0.745, 0.750897129186603, 0.7625000000000001, 0.745, 0.745, 0.01705609022840721, 0.6832500000000001, 0.7274999999999999, 0.7274999999999999]","[0.750897129186603, 0.9732675111773472, 0.9810399350763507, 0.47893714341924065, 0.745, 0.745, 0.745, 0.745, 0.750897129186603, 0.7625000000000001, 0.745, 0.745, 0.01705609022840721, 0.6832500000000001, 0.7274999999999999, 0.7274999999999999]","[0.750897129186603, 0.9732675111773472, 0.9810399350763507, 0.1669635207697636, 0.745, 0.745, 0.745, 0.745, 0.750897129186603, 0.7625000000000001, 0.745, 0.745, 0.01705609022840721, 0.6832500000000001, 0.7274999999999999, 0.7274999999999999]","[0.750897129186603, 0.9732675111773472, 0.9810399350763507, 0.3330038923522151, 0.745, 0.745, 0.745, 0.745, 0.750897129186603, 0.7625000000000001, 0.745, 0.745, 0.01705609022840721, 0.6832500000000001, 0.7274999999999999, 0.7274999999999999]","[0.750897129186603, 0.9732675111773472, 0.9810399350763507, 0.3330038923522151, 0.745, 0.745, 0.745, 0.745, 0.750897129186603, 0.8788695141065831, 0.745, 0.745, 0.01705609022840721, 0.6832500000000001, 0.7274999999999999, 0.7274999999999999]","[0.750897129186603, 0.9732675111773472, 0.9810399350763507, 0.3330038923522151, 0.745, 0.745, 0.745, 0.745, 0.750897129186603, 0.9487569632358301, 0.745, 0.745, 0.01705609022840721, 0.6832500000000001, 0.7274999999999999, 0.7274999999999999]","[0.750897129186603, 0.9732675111773472, 0.9810399350763507, 0.3330038923522151, 0.745, 0.745, 0.745, 0.745, 0.750897129186603, 0.7929407480059426, 0.745, 0.745, 0.01705609022840721, 0.6832500000000001, 0.7274999999999999, 0.7274999999999999]","[0.750897129186603, 0.9732675111773472, 0.9810399350763507, 0.3330038923522151, 0.745, 0.745, 0.745, 0.745, 0.750897129186603, 0.7929407480059426, 0.745, 0.745, 0.01705609022840721, 0.8277837643678161, 0.7274999999999999, 0.7274999999999999]","[0.750897129186603, 0.9732675111773472, 0.9810399350763507, 0.3330038923522151, 0.745, 0.745, 0.745, 0.745, 0.750897129186603, 0.7929407480059426, 0.745, 0.745, 0.01705609022840721, 0.9254017625494465, 0.7274999999999999, 0.7274999999999999]","[0.750897129186603, 0.9732675111773472, 0.9810399350763507, 0.3330038923522151, 0.745, 0.745, 0.745, 0.745, 0.750897129186603, 0.7929407480059426, 0.745, 0.745, 0.01705609022840721, 0.972218674513742, 0.7274999999999999, 0.7274999999999999]","[0.750897129186603, 0.9732675111773472, 0.9810399350763507, 0.3330038923522151, 0.8720238095238095, 0.745, 0.745, 0.745, 0.750897129186603, 0.7929407480059426, 0.745, 0.745, 0.01705609022840721, 0.972218674513742, 0.7274999999999999, 0.7274999999999999]","[0.750897129186603, 0.9732675111773472, 0.9810399350763507, 0.3330038923522151, 0.9472996515679443, 0.745, 0.745, 0.745, 0.750897129186603, 0.7929407480059426, 0.745, 0.745, 0.01705609022840721, 0.972218674513742, 0.7274999999999999, 0.7274999999999999]","[0.750897129186603, 0.9732675111773472, 0.9810399350763507, 0.3330038923522151, 0.7781905594405595, 0.745, 0.745, 0.745, 0.750897129186603, 0.7929407480059426, 0.745, 0.745, 0.01705609022840721, 0.972218674513742, 0.7274999999999999, 0.7274999999999999]","[0.750897129186603, 0.9732675111773472, 0.9810399350763507, 0.3330038923522151, 0.7781905594405595, 0.745, 0.8720238095238095, 0.745, 0.750897129186603, 0.7929407480059426, 0.745, 0.745, 0.01705609022840721, 0.972218674513742, 0.7274999999999999, 0.7274999999999999]","[0.750897129186603, 0.9732675111773472, 0.9810399350763507, 0.3330038923522151, 0.7781905594405595, 0.745, 0.6168300653594773, 0.745, 0.750897129186603, 0.7929407480059426, 0.745, 0.745, 0.01705609022840721, 0.972218674513742, 0.7274999999999999, 0.7274999999999999]","[0.750897129186603, 0.9732675111773472, 0.9810399350763507, 0.3330038923522151, 0.7781905594405595, 0.745, 0.7781905594405595, 0.745, 0.750897129186603, 0.7929407480059426, 0.745, 0.745, 0.01705609022840721, 0.972218674513742, 0.7274999999999999, 0.7274999999999999]","[0.750897129186603, 0.9732675111773472, 0.9810399350763507, 0.3330038923522151, 0.7781905594405595, 0.745, 0.7781905594405595, 0.745, 0.750897129186603, 0.7929407480059426, 0.8720238095238095, 0.745, 0.01705609022840721, 0.972218674513742, 0.7274999999999999, 0.7274999999999999]","[0.750897129186603, 0.9732675111773472, 0.9810399350763507, 0.3330038923522151, 0.7781905594405595, 0.745, 0.7781905594405595, 0.745, 0.750897129186603, 0.7929407480059426, 0.9472996515679443, 0.745, 0.01705609022840721, 0.972218674513742, 0.7274999999999999, 0.7274999999999999]","[0.750897129186603, 0.9732675111773472, 0.9810399350763507, 0.3330038923522151, 0.7781905594405595, 0.745, 0.7781905594405595, 0.745, 0.750897129186603, 0.7929407480059426, 0.9808563416738568, 0.745, 0.01705609022840721, 0.972218674513742, 0.7274999999999999, 0.7274999999999999]","[0.750897129186603, 0.9732675111773472, 0.9810399350763507, 0.3330038923522151, 0.7781905594405595, 0.745, 0.7781905594405595, 0.745, 0.750897129186603, 0.7929407480059426, 0.9808563416738568, 0.745, 0.01705609022840721, 0.972218674513742, 0.8616071428571429, 0.7274999999999999]","[0.750897129186603, 0.9732675111773472, 0.9810399350763507, 0.3330038923522151, 0.7781905594405595, 0.745, 0.7781905594405595, 0.745, 0.750897129186603, 0.7929407480059426, 0.9808563416738568, 0.745, 0.01705609022840721, 0.972218674513742, 0.5968137254901962, 0.7274999999999999]","[0.750897129186603, 0.9732675111773472, 0.9810399350763507, 0.3330038923522151, 0.7781905594405595, 0.745, 0.7781905594405595, 0.745, 0.750897129186603, 0.7929407480059426, 0.9808563416738568, 0.745, 0.01705609022840721, 0.972218674513742, 0.24622678018575855, 0.7274999999999999]","[0.750897129186603, 0.9732675111773472, 0.9810399350763507, 0.3330038923522151, 0.7781905594405595, 0.4150815217391306, 0.7781905594405595, 0.745, 0.750897129186603, 0.7929407480059426, 0.9808563416738568, 0.745, 0.01705609022840721, 0.972218674513742, 0.24622678018575855, 0.7274999999999999]","[0.750897129186603, 0.9732675111773472, 0.9810399350763507, 0.3330038923522151, 0.7781905594405595, 0.11123003934274481, 0.7781905594405595, 0.745, 0.750897129186603, 0.7929407480059426, 0.9808563416738568, 0.745, 0.01705609022840721, 0.972218674513742, 0.24622678018575855, 0.7274999999999999]","[0.750897129186603, 0.9732675111773472, 0.9810399350763507, 0.3330038923522151, 0.7781905594405595, 0.25728844169246656, 0.7781905594405595, 0.745, 0.750897129186603, 0.7929407480059426, 0.9808563416738568, 0.745, 0.01705609022840721, 0.972218674513742, 0.24622678018575855, 0.7274999999999999]","[0.750897129186603, 0.9732675111773472, 0.9810399350763507, 0.3330038923522151, 0.7781905594405595, 0.25728844169246656, 0.7781905594405595, 0.4150815217391306, 0.750897129186603, 0.7929407480059426, 0.9808563416738568, 0.745, 0.01705609022840721, 0.972218674513742, 0.24622678018575855, 0.7274999999999999]","[0.750897129186603, 0.9732675111773472, 0.9810399350763507, 0.3330038923522151, 0.7781905594405595, 0.25728844169246656, 0.7781905594405595, 0.6168300653594773, 0.750897129186603, 0.7929407480059426, 0.9808563416738568, 0.745, 0.01705609022840721, 0.972218674513742, 0.24622678018575855, 0.7274999999999999]","[0.750897129186603, 0.9732675111773472, 0.9810399350763507, 0.3330038923522151, 0.7781905594405595, 0.25728844169246656, 0.7781905594405595, 0.7781905594405595, 0.750897129186603, 0.7929407480059426, 0.9808563416738568, 0.745, 0.01705609022840721, 0.972218674513742, 0.24622678018575855, 0.7274999999999999]","[0.750897129186603, 0.9732675111773472, 0.9810399350763507, 0.3330038923522151, 0.7781905594405595, 0.25728844169246656, 0.7781905594405595, 0.7781905594405595, 0.750897129186603, 0.7929407480059426, 0.9808563416738568, 0.8720238095238095, 0.01705609022840721, 0.972218674513742, 0.24622678018575855, 0.7274999999999999]","[0.750897129186603, 0.9732675111773472, 0.9810399350763507, 0.3330038923522151, 0.7781905594405595, 0.25728844169246656, 0.7781905594405595, 0.7781905594405595, 0.750897129186603, 0.7929407480059426, 0.9808563416738568, 0.6168300653594773, 0.01705609022840721, 0.972218674513742, 0.24622678018575855, 0.7274999999999999]","[0.750897129186603, 0.9732675111773472, 0.9810399350763507, 0.3330038923522151, 0.7781905594405595, 0.25728844169246656, 0.7781905594405595, 0.7781905594405595, 0.750897129186603, 0.7929407480059426, 0.9808563416738568, 0.2572884416924665, 0.01705609022840721, 0.972218674513742, 0.24622678018575855, 0.7274999999999999]","[0.750897129186603, 0.9732675111773472, 0.9810399350763507, 0.3330038923522151, 0.7781905594405595, 0.25728844169246656, 0.7781905594405595, 0.7781905594405595, 0.750897129186603, 0.7929407480059426, 0.9808563416738568, 0.2572884416924665, 0.01705609022840721, 0.972218674513742, 0.24622678018575855, 0.8616071428571429]","[0.750897129186603, 0.9732675111773472, 0.9810399350763507, 0.3330038923522151, 0.7781905594405595, 0.25728844169246656, 0.7781905594405595, 0.7781905594405595, 0.750897129186603, 0.7929407480059426, 0.9808563416738568, 0.2572884416924665, 0.01705609022840721, 0.972218674513742, 0.24622678018575855, 0.5968137254901962]","[0.750897129186603, 0.9732675111773472, 0.9810399350763507, 0.3330038923522151, 0.7781905594405595, 0.25728844169246656, 0.7781905594405595, 0.7781905594405595, 0.750897129186603, 0.7929407480059426, 0.9808563416738568, 0.2572884416924665, 0.01705609022840721, 0.972218674513742, 0.24622678018575855, 0.7621284965034966]"
1,"[0.84375, 0.7200000000000001, 0.7625, 0.7775000000000001, 0.745, 0.745, 0.745, 0.745, 0.7200000000000001, 0.7625000000000001, 0.745, 0.745, 0.69, 0.6832500000000001, 0.7274999999999999, 0.7274999999999999]","[0.6024340770791076, 0.7200000000000001, 0.7625, 0.7775000000000001, 0.745, 0.745, 0.745, 0.745, 0.7200000000000001, 0.7625000000000001, 0.745, 0.745, 0.69, 0.6832500000000001, 0.7274999999999999, 0.7274999999999999]","[0.2563546650717704, 0.7200000000000001, 0.7625, 0.7775000000000001, 0.745, 0.745, 0.745, 0.745, 0.7200000000000001, 0.7625000000000001, 0.745, 0.745, 0.69, 0.6832500000000001, 0.7274999999999999, 0.7274999999999999]","[0.2563546650717704, 0.84375, 0.7625, 0.7775000000000001, 0.745, 0.745, 0.745, 0.745, 0.7200000000000001, 0.7625000000000001, 0.745, 0.745, 0.69, 0.6832500000000001, 0.7274999999999999, 0.7274999999999999]","[0.2563546650717704, 0.9296987087517934, 0.7625, 0.7775000000000001, 0.745, 0.745, 0.745, 0.745, 0.7200000000000001, 0.7625000000000001, 0.745, 0.745, 0.69, 0.6832500000000001, 0.7274999999999999, 0.7274999999999999]","[0.2563546650717704, 0.9732675111773472, 0.7625, 0.7775000000000001, 0.745, 0.745, 0.745, 0.745, 0.7200000000000001, 0.7625000000000001, 0.745, 0.745, 0.69, 0.6832500000000001, 0.7274999999999999, 0.7274999999999999]","[0.2563546650717704, 0.9732675111773472, 0.7625, 0.7775000000000001, 0.745, 0.745, 0.745, 0.745, 0.41105769230769246, 0.7625000000000001, 0.745, 0.745, 0.69, 0.6832500000000001, 0.7274999999999999, 0.7274999999999999]","[0.2563546650717704, 0.9732675111773472, 0.7625, 0.7775000000000001, 0.745, 0.745, 0.745, 0.745, 0.11122184572453664, 0.7625000000000001, 0.745, 0.745, 0.69, 0.6832500000000001, 0.7274999999999999, 0.7274999999999999]","[0.2563546650717704, 0.9732675111773472, 0.7625, 0.7775000000000001, 0.745, 0.745, 0.745, 0.745, 0.2563546650717704, 0.7625000000000001, 0.745, 0.745, 0.69, 0.6832500000000001, 0.7274999999999999, 0.7274999999999999]","[0.2563546650717704, 0.9732675111773472, 0.7625, 0.7775000000000001, 0.745, 0.745, 0.745, 0.745, 0.2563546650717704, 0.7625000000000001, 0.745, 0.745, 0.3858173076923078, 0.6832500000000001, 0.7274999999999999, 0.7274999999999999]","[0.2563546650717704, 0.9732675111773472, 0.7625, 0.7775000000000001, 0.745, 0.745, 0.745, 0.745, 0.2563546650717704, 0.7625000000000001, 0.745, 0.745, 0.5704868154158216, 0.6832500000000001, 0.7274999999999999, 0.7274999999999999]","[0.2563546650717704, 0.9732675111773472, 0.7625, 0.7775000000000001, 0.745, 0.745, 0.745, 0.745, 0.2563546650717704, 0.7625000000000001, 0.745, 0.745, 0.23986991626794263, 0.6832500000000001, 0.7274999999999999, 0.7274999999999999]","[0.2563546650717704, 0.9732675111773472, 0.47454751131221723, 0.7775000000000001, 0.745, 0.745, 0.745, 0.745, 0.2563546650717704, 0.7625000000000001, 0.745, 0.745, 0.23986991626794263, 0.6832500000000001, 0.7274999999999999, 0.7274999999999999]","[0.2563546650717704, 0.9732675111773472, 0.6468152642428786, 0.7775000000000001, 0.745, 0.745, 0.745, 0.745, 0.2563546650717704, 0.7625000000000001, 0.745, 0.745, 0.23986991626794263, 0.6832500000000001, 0.7274999999999999, 0.7274999999999999]","[0.2563546650717704, 0.9732675111773472, 0.7929407480059426, 0.7775000000000001, 0.745, 0.745, 0.745, 0.745, 0.2563546650717704, 0.7625000000000001, 0.745, 0.745, 0.23986991626794263, 0.6832500000000001, 0.7274999999999999, 0.7274999999999999]","[0.2563546650717704, 0.9732675111773472, 0.7929407480059426, 0.47893714341924065, 0.745, 0.745, 0.745, 0.745, 0.2563546650717704, 0.7625000000000001, 0.745, 0.745, 0.23986991626794263, 0.6832500000000001, 0.7274999999999999, 0.7274999999999999]","[0.2563546650717704, 0.9732675111773472, 0.7929407480059426, 0.1669635207697636, 0.745, 0.745, 0.745, 0.745, 0.2563546650717704, 0.7625000000000001, 0.745, 0.745, 0.23986991626794263, 0.6832500000000001, 0.7274999999999999, 0.7274999999999999]","[0.2563546650717704, 0.9732675111773472, 0.7929407480059426, 0.3330038923522151, 0.745, 0.745, 0.745, 0.745, 0.2563546650717704, 0.7625000000000001, 0.745, 0.745, 0.23986991626794263, 0.6832500000000001, 0.7274999999999999, 0.7274999999999999]","[0.2563546650717704, 0.9732675111773472, 0.7929407480059426, 0.3330038923522151, 0.745, 0.745, 0.745, 0.745, 0.2563546650717704, 0.8788695141065831, 0.745, 0.745, 0.23986991626794263, 0.6832500000000001, 0.7274999999999999, 0.7274999999999999]","[0.2563546650717704, 0.9732675111773472, 0.7929407480059426, 0.3330038923522151, 0.745, 0.745, 0.745, 0.745, 0.2563546650717704, 0.9487569632358301, 0.745, 0.745, 0.23986991626794263, 0.6832500000000001, 0.7274999999999999, 0.7274999999999999]","[0.2563546650717704, 0.9732675111773472, 0.7929407480059426, 0.3330038923522151, 0.745, 0.745, 0.745, 0.745, 0.2563546650717704, 0.7929407480059426, 0.745, 0.745, 0.23986991626794263, 0.6832500000000001, 0.7274999999999999, 0.7274999999999999]","[0.2563546650717704, 0.9732675111773472, 0.7929407480059426, 0.3330038923522151, 0.745, 0.745, 0.745, 0.745, 0.2563546650717704, 0.7929407480059426, 0.745, 0.745, 0.23986991626794263, 0.8277837643678161, 0.7274999999999999, 0.7274999999999999]","[0.2563546650717704, 0.9732675111773472, 0.7929407480059426, 0.3330038923522151, 0.745, 0.745, 0.745, 0.745, 0.2563546650717704, 0.7929407480059426, 0.745, 0.745, 0.23986991626794263, 0.9254017625494465, 0.7274999999999999, 0.7274999999999999]","[0.2563546650717704, 0.9732675111773472, 0.7929407480059426, 0.3330038923522151, 0.745, 0.745, 0.745, 0.745, 0.2563546650717704, 0.7929407480059426, 0.745, 0.745, 0.23986991626794263, 0.972218674513742, 0.7274999999999999, 0.7274999999999999]","[0.2563546650717704, 0.9732675111773472, 0.7929407480059426, 0.3330038923522151, 0.8720238095238095, 0.745, 0.745, 0.745, 0.2563546650717704, 0.7929407480059426, 0.745, 0.745, 0.23986991626794263, 0.972218674513742, 0.7274999999999999, 0.7274999999999999]","[0.2563546650717704, 0.9732675111773472, 0.7929407480059426, 0.3330038923522151, 0.6168300653594773, 0.745, 0.745, 0.745, 0.2563546650717704, 0.7929407480059426, 0.745, 0.745, 0.23986991626794263, 0.972218674513742, 0.7274999999999999, 0.7274999999999999]","[0.2563546650717704, 0.9732675111773472, 0.7929407480059426, 0.3330038923522151, 0.25728844169246656, 0.745, 0.745, 0.745, 0.2563546650717704, 0.7929407480059426, 0.745, 0.745, 0.23986991626794263, 0.972218674513742, 0.7274999999999999, 0.7274999999999999]","[0.2563546650717704, 0.9732675111773472, 0.7929407480059426, 0.3330038923522151, 0.25728844169246656, 0.745, 0.8720238095238095, 0.745, 0.2563546650717704, 0.7929407480059426, 0.745, 0.745, 0.23986991626794263, 0.972218674513742, 0.7274999999999999, 0.7274999999999999]","[0.2563546650717704, 0.9732675111773472, 0.7929407480059426, 0.3330038923522151, 0.25728844169246656, 0.745, 0.6168300653594773, 0.745, 0.2563546650717704, 0.7929407480059426, 0.745, 0.745, 0.23986991626794263, 0.972218674513742, 0.7274999999999999, 0.7274999999999999]","[0.2563546650717704, 0.9732675111773472, 0.7929407480059426, 0.3330038923522151, 0.25728844169246656, 0.745, 0.2572884416924665, 0.745, 0.2563546650717704, 0.7929407480059426, 0.745, 0.745, 0.23986991626794263, 0.972218674513742, 0.7274999999999999, 0.7274999999999999]","[0.2563546650717704, 0.9732675111773472, 0.7929407480059426, 0.3330038923522151, 0.25728844169246656, 0.745, 0.2572884416924665, 0.745, 0.2563546650717704, 0.7929407480059426, 0.8720238095238095, 0.745, 0.23986991626794263, 0.972218674513742, 0.7274999999999999, 0.7274999999999999]","[0.2563546650717704, 0.9732675111773472, 0.7929407480059426, 0.3330038923522151, 0.25728844169246656, 0.745, 0.2572884416924665, 0.745, 0.2563546650717704, 0.7929407480059426, 0.9472996515679443, 0.745, 0.23986991626794263, 0.972218674513742, 0.7274999999999999, 0.7274999999999999]","[0.2563546650717704, 0.9732675111773472, 0.7929407480059426, 0.3330038923522151, 0.25728844169246656, 0.745, 0.2572884416924665, 0.745, 0.2563546650717704, 0.7929407480059426, 0.7781905594405595, 0.745, 0.23986991626794263, 0.972218674513742, 0.7274999999999999, 0.7274999999999999]","[0.2563546650717704, 0.9732675111773472, 0.7929407480059426, 0.3330038923522151, 0.25728844169246656, 0.745, 0.2572884416924665, 0.745, 0.2563546650717704, 0.7929407480059426, 0.7781905594405595, 0.745, 0.23986991626794263, 0.972218674513742, 0.3984375000000001, 0.7274999999999999]","[0.2563546650717704, 0.9732675111773472, 0.7929407480059426, 0.3330038923522151, 0.25728844169246656, 0.745, 0.2572884416924665, 0.745, 0.2563546650717704, 0.7929407480059426, 0.7781905594405595, 0.745, 0.23986991626794263, 0.972218674513742, 0.10626880351770428, 0.7274999999999999]","[0.2563546650717704, 0.9732675111773472, 0.7929407480059426, 0.3330038923522151, 0.25728844169246656, 0.745, 0.2572884416924665, 0.745, 0.2563546650717704, 0.7929407480059426, 0.7781905594405595, 0.745, 0.23986991626794263, 0.972218674513742, 0.01741641224318844, 0.7274999999999999]","[0.2563546650717704, 0.9732675111773472, 0.7929407480059426, 0.3330038923522151, 0.25728844169246656, 0.4150815217391306, 0.2572884416924665, 0.745, 0.2563546650717704, 0.7929407480059426, 0.7781905594405595, 0.745, 0.23986991626794263, 0.972218674513742, 0.01741641224318844, 0.7274999999999999]","[0.2563546650717704, 0.9732675111773472, 0.7929407480059426, 0.3330038923522151, 0.25728844169246656, 0.11123003934274481, 0.2572884416924665, 0.745, 0.2563546650717704, 0.7929407480059426, 0.7781905594405595, 0.745, 0.23986991626794263, 0.972218674513742, 0.01741641224318844, 0.7274999999999999]","[0.2563546650717704, 0.9732675111773472, 0.7929407480059426, 0.3330038923522151, 0.25728844169246656, 0.25728844169246656, 0.2572884416924665, 0.745, 0.2563546650717704, 0.7929407480059426, 0.7781905594405595, 0.745, 0.23986991626794263, 0.972218674513742, 0.01741641224318844, 0.7274999999999999]","[0.2563546650717704, 0.9732675111773472, 0.7929407480059426, 0.3330038923522151, 0.25728844169246656, 0.25728844169246656, 0.2572884416924665, 0.8720238095238095, 0.2563546650717704, 0.7929407480059426, 0.7781905594405595, 0.745, 0.23986991626794263, 0.972218674513742, 0.01741641224318844, 0.7274999999999999]","[0.2563546650717704, 0.9732675111773472, 0.7929407480059426, 0.3330038923522151, 0.25728844169246656, 0.25728844169246656, 0.2572884416924665, 0.9472996515679443, 0.2563546650717704, 0.7929407480059426, 0.7781905594405595, 0.745, 0.23986991626794263, 0.972218674513742, 0.01741641224318844, 0.7274999999999999]","[0.2563546650717704, 0.9732675111773472, 0.7929407480059426, 0.3330038923522151, 0.25728844169246656, 0.25728844169246656, 0.2572884416924665, 0.9808563416738568, 0.2563546650717704, 0.7929407480059426, 0.7781905594405595, 0.745, 0.23986991626794263, 0.972218674513742, 0.01741641224318844, 0.7274999999999999]","[0.2563546650717704, 0.9732675111773472, 0.7929407480059426, 0.3330038923522151, 0.25728844169246656, 0.25728844169246656, 0.2572884416924665, 0.9808563416738568, 0.2563546650717704, 0.7929407480059426, 0.7781905594405595, 0.8720238095238095, 0.23986991626794263, 0.972218674513742, 0.01741641224318844, 0.7274999999999999]","[0.2563546650717704, 0.9732675111773472, 0.7929407480059426, 0.3330038923522151, 0.25728844169246656, 0.25728844169246656, 0.2572884416924665, 0.9808563416738568, 0.2563546650717704, 0.7929407480059426, 0.7781905594405595, 0.6168300653594773, 0.23986991626794263, 0.972218674513742, 0.01741641224318844, 0.7274999999999999]","[0.2563546650717704, 0.9732675111773472, 0.7929407480059426, 0.3330038923522151, 0.25728844169246656, 0.25728844169246656, 0.2572884416924665, 0.9808563416738568, 0.2563546650717704, 0.7929407480059426, 0.7781905594405595, 0.2572884416924665, 0.23986991626794263, 0.972218674513742, 0.01741641224318844, 0.7274999999999999]","[0.2563546650717704, 0.9732675111773472, 0.7929407480059426, 0.3330038923522151, 0.25728844169246656, 0.25728844169246656, 0.2572884416924665, 0.9808563416738568, 0.2563546650717704, 0.7929407480059426, 0.7781905594405595, 0.2572884416924665, 0.23986991626794263, 0.972218674513742, 0.01741641224318844, 0.8616071428571429]","[0.2563546650717704, 0.9732675111773472, 0.7929407480059426, 0.3330038923522151, 0.25728844169246656, 0.25728844169246656, 0.2572884416924665, 0.9808563416738568, 0.2563546650717704, 0.7929407480059426, 0.7781905594405595, 0.2572884416924665, 0.23986991626794263, 0.972218674513742, 0.01741641224318844, 0.5968137254901962]","[0.2563546650717704, 0.9732675111773472, 0.7929407480059426, 0.3330038923522151, 0.25728844169246656, 0.25728844169246656, 0.2572884416924665, 0.9808563416738568, 0.2563546650717704, 0.7929407480059426, 0.7781905594405595, 0.2572884416924665, 0.23986991626794263, 0.972218674513742, 0.01741641224318844, 0.24622678018575855]"
