,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,0.6288521,0.64644825,0.6336571,0.64521205,0.47780618,0.4618772,0.41146755,0.43332836,0.6477262,0.6665569,0.46482873,0.4562927,0.66034395,0.6464746,0.4237567,0.44475332
1,0.7393885,0.75313425,0.74653053,0.76209855,0.46632144,0.45029193,0.37207714,0.38680965,0.7955936,0.8023531,0.42401004,0.46042058,0.74821746,0.7417294,0.3716649,0.36779544
2,0.8590071,0.87977344,0.8778937,0.8985641,0.38517842,0.39964706,0.24014506,0.29109928,0.91197723,0.9344148,0.31973684,0.40013924,0.87557167,0.860406,0.24237317,0.23927005
3,0.936039,0.9481965,0.94817406,0.96321005,0.31904706,0.32118863,0.14187618,0.19393432,0.9710505,0.9801426,0.22389597,0.30697495,0.95396256,0.94716674,0.13498959,0.15291494
4,0.96886843,0.97462726,0.9754194,0.98599154,0.23143713,0.27183187,0.080298364,0.13487944,0.98532134,0.99259573,0.12860169,0.1935776,0.9809445,0.97796214,0.06726358,0.07508257
5,0.9773122,0.97788584,0.97948873,0.9889404,0.22001588,0.23204938,0.06284114,0.104510635,0.98866045,0.9941493,0.10464517,0.15553226,0.9866403,0.98553383,0.05401136,0.057797793
6,0.979864,0.98133045,0.9813114,0.9913385,0.18138169,0.20592506,0.046291217,0.095265955,0.9884045,0.995382,0.08278539,0.11595849,0.9891667,0.98823965,0.03959291,0.042984594
7,0.98025185,0.9826387,0.98190707,0.99199986,0.15737411,0.17022002,0.036859155,0.08044409,0.9888676,0.9959312,0.07387534,0.10177549,0.990258,0.98855734,0.031870637,0.03384586
8,0.9803649,0.9827381,0.98212355,0.9923086,0.15468444,0.16120788,0.035191517,0.07723979,0.98878443,0.99599,0.07235501,0.100329146,0.9905936,0.9886988,0.03025041,0.032901842
9,0.98055035,0.98322946,0.9822808,0.9924656,0.14822392,0.1569891,0.03334149,0.07560192,0.98883957,0.9961592,0.06963546,0.09558599,0.9908428,0.9888392,0.028748611,0.031011626
10,0.98070496,0.9836547,0.9823193,0.9925079,0.14145651,0.14873397,0.031391434,0.07221921,0.9890676,0.99631387,0.06763072,0.09185733,0.9911016,0.9889207,0.027346738,0.028885195
11,0.9804914,0.983548,0.98245794,0.992603,0.14034791,0.14304432,0.030461537,0.06963098,0.98908,0.99632555,0.06701999,0.09229588,0.9911584,0.9886789,0.0264225,0.028198523
12,0.9800412,0.9840731,0.9824609,0.9926103,0.12931603,0.13342702,0.027545672,0.065263554,0.9892972,0.99652064,0.06432625,0.08713302,0.9912417,0.98835456,0.024149008,0.025121182
13,0.9792941,0.98447096,0.9825461,0.99262446,0.11801885,0.11874045,0.024227668,0.058651533,0.9895997,0.99671316,0.061498646,0.0830835,0.99135673,0.98766834,0.021409271,0.021823848
14,0.9803177,0.98460084,0.9826978,0.9926878,0.11726205,0.11035463,0.023453292,0.054837678,0.99005145,0.9968065,0.060104534,0.08206906,0.9918526,0.98814654,0.021116508,0.020678429
15,0.9799681,0.98460877,0.98267144,0.9926804,0.116276436,0.11114143,0.023315607,0.0551924,0.98995787,0.9968016,0.060148858,0.081865616,0.991735,0.987951,0.020901155,0.020652175
16,0.9802782,0.98468775,0.98272735,0.99269545,0.115226485,0.107247725,0.022841908,0.0534577,0.9901406,0.9968485,0.05950079,0.08126203,0.99191624,0.9880668,0.020632003,0.020060819
17,0.9802461,0.9847482,0.98274523,0.99269545,0.11379783,0.10506265,0.022422,0.052487813,0.99020714,0.996878,0.059093315,0.080724075,0.9919594,0.9880028,0.020301603,0.019633938
18,0.97985315,0.98472625,0.98270285,0.9926842,0.11336278,0.1069503,0.022469843,0.05331575,0.9900761,0.99685764,0.05933667,0.08075478,0.9918047,0.9878036,0.020217385,0.019799322
19,0.98016435,0.9847505,0.9827444,0.9927031,0.11344304,0.10504593,0.022336597,0.05243628,0.99019474,0.99687827,0.059011377,0.08057327,0.9919397,0.98796046,0.020201636,0.019565584
20,0.9801261,0.9847927,0.98275405,0.99270236,0.11242098,0.10359053,0.022047343,0.051789183,0.9902378,0.9968982,0.05873248,0.08019171,0.99196506,0.98790795,0.019968385,0.019275563
21,0.9801967,0.98483455,0.9827756,0.99270767,0.111630775,0.10182331,0.021774579,0.05099358,0.9903105,0.9969208,0.058405563,0.079830095,0.99202865,0.98791623,0.019778026,0.018971149
22,0.98019046,0.98484576,0.9827795,0.9927085,0.11135652,0.101410046,0.021693528,0.050806105,0.9903233,0.99692637,0.058322452,0.079722784,0.99203706,0.9879039,0.019713594,0.01888892
23,0.980052,0.98470193,0.9828476,0.99273115,0.11259943,0.101178266,0.021813016,0.050701186,0.9902732,0.99689806,0.058565453,0.08089683,0.9920035,0.98773915,0.019695925,0.019118564
24,0.97987235,0.98440856,0.98293024,0.992762,0.11620868,0.10324141,0.02248436,0.051636685,0.9901181,0.9968196,0.059436724,0.08340402,0.9919012,0.9875536,0.020046314,0.01998122
25,0.9798464,0.9847964,0.98273057,0.9926912,0.1117031,0.10419203,0.02195758,0.052062836,0.9901669,0.996894,0.058793154,0.08008216,0.9918709,0.9877443,0.019822448,0.01926557
26,0.97981334,0.98477095,0.9827187,0.99269027,0.11219513,0.105243444,0.022121606,0.052527737,0.9901267,0.9968802,0.058976635,0.080285564,0.9918365,0.98774815,0.019935695,0.01944503
27,0.97991735,0.98482406,0.98274684,0.9926979,0.11122947,0.10294974,0.021779861,0.051493514,0.99022406,0.99690884,0.05855596,0.07982505,0.9919233,0.9877685,0.019700358,0.019056376
28,0.98016584,0.98481303,0.9827917,0.99271387,0.11170258,0.10152414,0.021745859,0.050852414,0.99030906,0.99691844,0.058394954,0.079982996,0.9920277,0.98787814,0.019731482,0.018962117
29,0.9800152,0.9846364,0.9828645,0.99273866,0.113433585,0.10172453,0.02197448,0.050944243,0.9902373,0.9968797,0.05876633,0.08144702,0.9919801,0.9877044,0.019784076,0.01931911
30,0.97989607,0.9845106,0.9827795,0.99273384,0.1142432,0.10206314,0.022211269,0.05112408,0.99017847,0.9968401,0.05919356,0.082467325,0.99194604,0.98762953,0.019965904,0.019583685
31,0.9799615,0.9847837,0.9827787,0.9927079,0.11170154,0.10240024,0.021800388,0.051252287,0.9902395,0.9969048,0.058571517,0.08018821,0.9919491,0.98775977,0.019706026,0.019086765
32,0.9798917,0.98486286,0.98275733,0.9926985,0.11031442,0.101583965,0.021516733,0.050882146,0.9902672,0.9969273,0.058290537,0.07947058,0.99195075,0.9877253,0.019490208,0.0187893
33,0.9797849,0.9848622,0.98274773,0.99269426,0.11008988,0.1018811,0.021496428,0.051016092,0.99023813,0.9969248,0.05832643,0.07944548,0.9919133,0.9876645,0.019445699,0.01879891
34,0.98018336,0.9848577,0.9827837,0.99271035,0.11105941,0.10096834,0.021605488,0.050601147,0.99033815,0.996932,0.058227263,0.07959648,0.99204683,0.98789257,0.019641222,0.018798415
35,0.98000896,0.9846563,0.98286784,0.9927389,0.11300797,0.10114232,0.021856666,0.05068135,0.9902575,0.99688834,0.05864311,0.081262656,0.99199307,0.9876909,0.01969278,0.019195717
36,0.9800979,0.98485744,0.98277664,0.9927078,0.11086001,0.10118165,0.021582564,0.050694127,0.99031574,0.9969303,0.058247477,0.07956596,0.9920176,0.9878439,0.019599281,0.018799316
37,0.98017657,0.9848691,0.982788,0.9927119,0.110771865,0.10053735,0.021519635,0.05040239,0.990352,0.9969379,0.058136217,0.07947911,0.99205583,0.9878804,0.019572038,0.018710943
38,0.97946703,0.9849023,0.9827339,0.9926847,0.108504325,0.10119702,0.02115782,0.0507078,0.9902075,0.99693775,0.058128748,0.07898631,0.99184287,0.98745304,0.019099133,0.018534528
39,0.9801673,0.9848859,0.98279285,0.9927119,0.110379115,0.09994996,0.021406699,0.05014031,0.9903706,0.9969459,0.05802234,0.0793293,0.99206793,0.987862,0.019482609,0.01859695
